"text_id"	"subject_id"	"text_length"	"language"	"eye"	"minutes"
"893"	8	60	87	"foreign"	"both_eyes"	0.422884693392455
"894"	9	60	79	"foreign"	"both_eyes"	0.364667820197112
"895"	10	60	68	"foreign"	"both_eyes"	0.314846804555694
"896"	11	60	79	"foreign"	"both_eyes"	0.367403401574192
"897"	12	60	63	"foreign"	"both_eyes"	0.299843403519606
"898"	13	60	53	"foreign"	"both_eyes"	0.251806320554102
"899"	14	60	54	"foreign"	"both_eyes"	0.253274393670262
"900"	15	60	65	"foreign"	"both_eyes"	0.297785761825969
"901"	1	1	79	"native"	"dominant_eye"	0.307716450800804
"902"	2	1	51	"native"	"dominant_eye"	0.201617034685838
"903"	3	1	76	"native"	"dominant_eye"	0.306074230919299
"904"	4	1	66	"native"	"dominant_eye"	0.264577271051083
"905"	5	1	58	"native"	"dominant_eye"	0.223079946518628
"906"	6	1	54	"native"	"dominant_eye"	0.215368054204046
"907"	7	1	55	"native"	"dominant_eye"	0.22209407296447
"908"	8	1	87	"native"	"dominant_eye"	0.357688473743306
"909"	9	1	79	"native"	"dominant_eye"	0.31085951953445
"910"	10	1	68	"native"	"dominant_eye"	0.26826930989181
"911"	11	1	79	"native"	"dominant_eye"	0.3128451693025
"912"	12	1	63	"native"	"dominant_eye"	0.254434172717432
"913"	13	1	53	"native"	"dominant_eye"	0.213728807508709
"914"	14	1	54	"native"	"dominant_eye"	0.215391670935551
"915"	15	1	65	"native"	"dominant_eye"	0.254128310643642
"916"	1	2	79	"native"	"dominant_eye"	0.297826540426211
"917"	2	2	51	"native"	"dominant_eye"	0.19504357459663
"918"	3	2	76	"native"	"dominant_eye"	0.29591444230287
"919"	4	2	66	"native"	"dominant_eye"	0.255834034030349
"920"	5	2	58	"native"	"dominant_eye"	0.215997447974515
"921"	6	2	54	"native"	"dominant_eye"	0.208286099455811
"922"	7	2	55	"native"	"dominant_eye"	0.21470283155823
"923"	8	2	87	"native"	"dominant_eye"	0.345575952749727
"924"	9	2	79	"native"	"dominant_eye"	0.300769855100447
"925"	10	2	68	"native"	"dominant_eye"	0.259540159373808
"926"	11	2	79	"native"	"dominant_eye"	0.302628313692366
"927"	12	2	63	"native"	"dominant_eye"	0.245965517472315
"928"	13	2	53	"native"	"dominant_eye"	0.206625249681526
"929"	14	2	54	"native"	"dominant_eye"	0.208308188464788
"930"	15	2	65	"native"	"dominant_eye"	0.245931239082715
"931"	1	3	79	"native"	"dominant_eye"	0.300737330443437
"932"	2	3	51	"native"	"dominant_eye"	0.196977615156875
"933"	3	3	76	"native"	"dominant_eye"	0.298902363571814
"934"	4	3	66	"native"	"dominant_eye"	0.258405635081243
"935"	5	3	58	"native"	"dominant_eye"	0.218082557096462
"936"	6	3	54	"native"	"dominant_eye"	0.210369324416706
"937"	7	3	55	"native"	"dominant_eye"	0.216876406518455
"938"	8	3	87	"native"	"dominant_eye"	0.349136417113196
"939"	9	3	79	"native"	"dominant_eye"	0.303738748785478
"940"	10	3	68	"native"	"dominant_eye"	0.26210856789967
"941"	11	3	79	"native"	"dominant_eye"	0.305634193688144
"942"	12	3	63	"native"	"dominant_eye"	0.248455924106129
"943"	13	3	53	"native"	"dominant_eye"	0.208714290562302
"944"	14	3	54	"native"	"dominant_eye"	0.210391857516634
"945"	15	3	65	"native"	"dominant_eye"	0.248343590244989
"946"	1	4	79	"native"	"dominant_eye"	0.302518865948993
"947"	2	4	51	"native"	"dominant_eye"	0.198161605007556
"948"	3	4	76	"native"	"dominant_eye"	0.300732052435104
"949"	4	4	66	"native"	"dominant_eye"	0.259980271190885
"950"	5	4	58	"native"	"dominant_eye"	0.219358493893327
"951"	6	4	54	"native"	"dominant_eye"	0.21164481735957
"952"	7	4	55	"native"	"dominant_eye"	0.218207476889227
"953"	8	4	87	"native"	"dominant_eye"	0.351317425619047
"954"	9	4	79	"native"	"dominant_eye"	0.305556129343239
"955"	10	4	68	"native"	"dominant_eye"	0.26368085799096
"956"	11	4	79	"native"	"dominant_eye"	0.307474396016152
"957"	12	4	63	"native"	"dominant_eye"	0.249981021626607
"958"	13	4	53	"native"	"dominant_eye"	0.209993566038507
"959"	14	4	54	"native"	"dominant_eye"	0.21166762454411
"960"	15	4	65	"native"	"dominant_eye"	0.249820142495472
"961"	1	5	79	"native"	"dominant_eye"	0.313027329118235
"962"	2	5	51	"native"	"dominant_eye"	0.205149583389649
"963"	3	5	76	"native"	"dominant_eye"	0.311539182552492
"964"	4	5	66	"native"	"dominant_eye"	0.269279153889213
"965"	5	5	58	"native"	"dominant_eye"	0.2268808856867
"966"	6	5	54	"native"	"dominant_eye"	0.21917555596946
"967"	7	5	55	"native"	"dominant_eye"	0.226070366056471
"968"	8	5	87	"native"	"dominant_eye"	0.364210745953271
"969"	9	5	79	"native"	"dominant_eye"	0.316280400008074
"970"	10	5	68	"native"	"dominant_eye"	0.272959833167547
"971"	11	5	79	"native"	"dominant_eye"	0.318336135546753
"972"	12	5	63	"native"	"dominant_eye"	0.258990118608047
"973"	13	5	53	"native"	"dominant_eye"	0.217550070188081
"974"	14	5	54	"native"	"dominant_eye"	0.219200015172333
"975"	15	5	65	"native"	"dominant_eye"	0.258530945826215
"976"	1	6	79	"native"	"dominant_eye"	0.344950390747258
"977"	2	6	51	"native"	"dominant_eye"	0.226421728961855
"978"	3	6	76	"native"	"dominant_eye"	0.344523765703053
"979"	4	6	66	"native"	"dominant_eye"	0.297641706543104
"980"	5	6	58	"native"	"dominant_eye"	0.249693200837474
"981"	6	6	54	"native"	"dominant_eye"	0.242128418357413
"982"	7	6	55	"native"	"dominant_eye"	0.250077988114196
"983"	8	6	87	"native"	"dominant_eye"	0.40368045814559
"984"	9	6	79	"native"	"dominant_eye"	0.348904993079372
"985"	10	6	68	"native"	"dominant_eye"	0.301197866988655
"986"	11	6	79	"native"	"dominant_eye"	0.351408381998153
"987"	12	6	63	"native"	"dominant_eye"	0.286497987898661
"988"	13	6	53	"native"	"dominant_eye"	0.240617740347497
"989"	14	6	54	"native"	"dominant_eye"	0.242158269067823
"990"	15	6	65	"native"	"dominant_eye"	0.28500660851476
"991"	1	7	79	"native"	"dominant_eye"	0.31940182560887
"992"	2	7	51	"native"	"dominant_eye"	0.209392005600527
"993"	3	7	76	"native"	"dominant_eye"	0.318107070484509
"994"	4	7	66	"native"	"dominant_eye"	0.274928947668627
"995"	5	7	58	"native"	"dominant_eye"	0.231440869440191
"996"	6	7	54	"native"	"dominant_eye"	0.223749746353867
"997"	7	7	55	"native"	"dominant_eye"	0.230849657451138
"998"	8	7	87	"native"	"dominant_eye"	0.372055780992326
"999"	9	7	79	"native"	"dominant_eye"	0.322789453682705
"1000"	10	7	68	"native"	"dominant_eye"	0.278592480355572
"1001"	11	7	79	"native"	"dominant_eye"	0.324930960472715
"1002"	12	7	63	"native"	"dominant_eye"	0.26446615176167
"1003"	13	7	53	"native"	"dominant_eye"	0.222142778736199
"1004"	14	7	54	"native"	"dominant_eye"	0.22377523719582
"1005"	15	7	65	"native"	"dominant_eye"	0.263816052083904
"1006"	1	8	79	"native"	"dominant_eye"	0.330166541703403
"1007"	2	8	51	"native"	"dominant_eye"	0.216562214710777
"1008"	3	8	76	"native"	"dominant_eye"	0.329219380261268
"1009"	4	8	66	"native"	"dominant_eye"	0.284485378052939
"1010"	5	8	58	"native"	"dominant_eye"	0.239136004452261
"1011"	6	8	54	"native"	"dominant_eye"	0.23148456336732
"1012"	7	8	55	"native"	"dominant_eye"	0.238937064177873
"1013"	8	8	87	"native"	"dominant_eye"	0.385344945826105
"1014"	9	8	79	"native"	"dominant_eye"	0.33378765677372
"1015"	10	8	68	"native"	"dominant_eye"	0.288111229458124
"1016"	11	8	79	"native"	"dominant_eye"	0.336078099890309
"1017"	12	8	63	"native"	"dominant_eye"	0.273732643760705
"1018"	13	8	53	"native"	"dominant_eye"	0.229913846102025
"1019"	14	8	54	"native"	"dominant_eye"	0.231511847167351
"1020"	15	8	65	"native"	"dominant_eye"	0.272742950897273
"1021"	1	9	79	"native"	"dominant_eye"	0.322280108941559
"1022"	2	9	51	"native"	"dominant_eye"	0.211308451332855
"1023"	3	9	76	"native"	"dominant_eye"	0.32107570624442
"1024"	4	9	66	"native"	"dominant_eye"	0.277482245478568
"1025"	5	9	58	"native"	"dominant_eye"	0.233499066461637
"1026"	6	9	54	"native"	"dominant_eye"	0.225816622425202
"1027"	7	9	55	"native"	"dominant_eye"	0.233010041291056
"1028"	8	9	87	"native"	"dominant_eye"	0.375603986251992
"1029"	9	9	79	"native"	"dominant_eye"	0.325729396876042
"1030"	10	9	68	"native"	"dominant_eye"	0.281136777780504
"1031"	11	9	79	"native"	"dominant_eye"	0.327910222471192
"1032"	12	9	63	"native"	"dominant_eye"	0.266941494683815
"1033"	13	9	53	"native"	"dominant_eye"	0.224218733876549
"1034"	14	9	54	"native"	"dominant_eye"	0.225842586410146
"1035"	15	9	65	"native"	"dominant_eye"	0.266202709421435
"1036"	1	10	79	"native"	"dominant_eye"	0.323208224036422
"1037"	2	10	51	"native"	"dominant_eye"	0.211926531836571
"1038"	3	10	76	"native"	"dominant_eye"	0.322033358284118
"1039"	4	10	66	"native"	"dominant_eye"	0.278305865027578
"1040"	5	10	58	"native"	"dominant_eye"	0.234162638045438
"1041"	6	10	54	"native"	"dominant_eye"	0.226483293083566
"1042"	7	10	55	"native"	"dominant_eye"	0.233706983326956
"1043"	8	10	87	"native"	"dominant_eye"	0.376748908423363
"1044"	9	10	79	"native"	"dominant_eye"	0.326677514302388
"1045"	10	10	68	"native"	"dominant_eye"	0.281957327987154
"1046"	11	10	79	"native"	"dominant_eye"	0.328871096807279
"1047"	12	10	63	"native"	"dominant_eye"	0.267740044275647
"1048"	13	10	53	"native"	"dominant_eye"	0.224888427489059
"1049"	14	10	54	"native"	"dominant_eye"	0.226509410608836
"1050"	15	10	65	"native"	"dominant_eye"	0.266972333052817
"1051"	1	11	79	"native"	"dominant_eye"	0.320508731037145
"1052"	2	11	51	"native"	"dominant_eye"	0.210128952448634
"1053"	3	11	76	"native"	"dominant_eye"	0.319248499595072
"1054"	4	11	66	"native"	"dominant_eye"	0.275910707907783
"1055"	5	11	58	"native"	"dominant_eye"	0.232232450351562
"1056"	6	11	54	"native"	"dominant_eye"	0.224544498226734
"1057"	7	11	55	"native"	"dominant_eye"	0.231680303508645
"1058"	8	11	87	"native"	"dominant_eye"	0.373419882194506
"1059"	9	11	79	"native"	"dominant_eye"	0.323920005222939
"1060"	10	11	68	"native"	"dominant_eye"	0.279570872029132
"1061"	11	11	79	"native"	"dominant_eye"	0.326076589403864
"1062"	12	11	63	"native"	"dominant_eye"	0.265417895652278
"1063"	13	11	53	"native"	"dominant_eye"	0.222940969255595
"1064"	14	11	54	"native"	"dominant_eye"	0.224570170485976
"1065"	15	11	65	"native"	"dominant_eye"	0.264733872518228
"1066"	1	12	79	"native"	"dominant_eye"	0.290445037820396
"1067"	2	12	51	"native"	"dominant_eye"	0.190141467181943
"1068"	3	12	76	"native"	"dominant_eye"	0.288345923464977
"1069"	4	12	66	"native"	"dominant_eye"	0.249319035349066
"1070"	5	12	58	"native"	"dominant_eye"	0.210707574492218
"1071"	6	12	54	"native"	"dominant_eye"	0.203007447727706
"1072"	7	12	55	"native"	"dominant_eye"	0.20919759134762
"1073"	8	12	87	"native"	"dominant_eye"	0.336563645781845
"1074"	9	12	79	"native"	"dominant_eye"	0.293243577458051
"1075"	10	12	68	"native"	"dominant_eye"	0.253029699524036
"1076"	11	12	79	"native"	"dominant_eye"	0.295009916827207
"1077"	12	12	63	"native"	"dominant_eye"	0.239657835045466
"1078"	13	12	53	"native"	"dominant_eye"	0.20133387060694
"1079"	14	12	54	"native"	"dominant_eye"	0.203028431252027
"1080"	15	12	65	"native"	"dominant_eye"	0.239814495397238
"1081"	1	13	79	"native"	"dominant_eye"	0.329595647329533
"1082"	2	13	51	"native"	"dominant_eye"	0.216181762696668
"1083"	3	13	76	"native"	"dominant_eye"	0.328629387715932
"1084"	4	13	66	"native"	"dominant_eye"	0.283978073047116
"1085"	5	13	58	"native"	"dominant_eye"	0.238728071497897
"1086"	6	13	54	"native"	"dominant_eye"	0.23107403068087
"1087"	7	13	55	"native"	"dominant_eye"	0.238507635102588
"1088"	8	13	87	"native"	"dominant_eye"	0.384638869078736
"1089"	9	13	79	"native"	"dominant_eye"	0.333204182178908
"1090"	10	13	68	"native"	"dominant_eye"	0.287606198686115
"1091"	11	13	79	"native"	"dominant_eye"	0.335486597338549
"1092"	12	13	63	"native"	"dominant_eye"	0.273240604671323
"1093"	13	13	53	"native"	"dominant_eye"	0.229501233387293
"1094"	14	13	54	"native"	"dominant_eye"	0.231101217786615
"1095"	15	13	65	"native"	"dominant_eye"	0.272269464571141
"1096"	1	14	79	"native"	"dominant_eye"	0.283969280924698
"1097"	2	14	51	"native"	"dominant_eye"	0.185843758730817
"1098"	3	14	76	"native"	"dominant_eye"	0.281716215858442
"1099"	4	14	66	"native"	"dominant_eye"	0.243610948013195
"1100"	5	14	58	"native"	"dominant_eye"	0.206064165541168
"1101"	6	14	54	"native"	"dominant_eye"	0.198381489953096
"1102"	7	14	55	"native"	"dominant_eye"	0.204375828719407
"1103"	8	14	87	"native"	"dominant_eye"	0.328676871695463
"1104"	9	14	79	"native"	"dominant_eye"	0.286643844800744
"1105"	10	14	68	"native"	"dominant_eye"	0.247321402116348
"1106"	11	14	79	"native"	"dominant_eye"	0.288331343710796
"1107"	12	14	63	"native"	"dominant_eye"	0.234133289548954
"1108"	13	14	53	"native"	"dominant_eye"	0.196699127033478
"1109"	14	14	54	"native"	"dominant_eye"	0.198401528017255
"1110"	15	14	65	"native"	"dominant_eye"	0.234449206088123
"1111"	1	15	79	"native"	"dominant_eye"	0.322333355687461
"1112"	2	15	51	"native"	"dominant_eye"	0.211343909627116
"1113"	3	15	76	"native"	"dominant_eye"	0.321130642241812
"1114"	4	15	66	"native"	"dominant_eye"	0.277529493303366
"1115"	5	15	58	"native"	"dominant_eye"	0.233537137482228
"1116"	6	15	54	"native"	"dominant_eye"	0.225854867279737
"1117"	7	15	55	"native"	"dominant_eye"	0.233050021264923
"1118"	8	15	87	"native"	"dominant_eye"	0.375669661009024
"1119"	9	15	79	"native"	"dominant_eye"	0.325783789592203
"1120"	10	15	68	"native"	"dominant_eye"	0.281183851719215
"1121"	11	15	79	"native"	"dominant_eye"	0.327965346028118
"1122"	12	15	63	"native"	"dominant_eye"	0.266987303340758
"1123"	13	15	53	"native"	"dominant_eye"	0.224257150902258
"1124"	14	15	54	"native"	"dominant_eye"	0.225880840060579
"1125"	15	15	65	"native"	"dominant_eye"	0.266246862910299
"1126"	1	16	79	"native"	"dominant_eye"	0.311045086073112
"1127"	2	16	51	"native"	"dominant_eye"	0.203830874829289
"1128"	3	16	76	"native"	"dominant_eye"	0.309498684031991
"1129"	4	16	66	"native"	"dominant_eye"	0.267523659728783
"1130"	5	16	58	"native"	"dominant_eye"	0.225462408189665
"1131"	6	16	54	"native"	"dominant_eye"	0.217754068522307
"1132"	7	16	55	"native"	"dominant_eye"	0.224585656996652
"1133"	8	16	87	"native"	"dominant_eye"	0.361774897162691
"1134"	9	16	79	"native"	"dominant_eye"	0.314256875957072
"1135"	10	16	68	"native"	"dominant_eye"	0.27120888961389
"1136"	11	16	79	"native"	"dominant_eye"	0.316286306551483
"1137"	12	16	63	"native"	"dominant_eye"	0.257288970182881
"1138"	13	16	53	"native"	"dominant_eye"	0.216123269595821
"1139"	14	16	54	"native"	"dominant_eye"	0.217778211470775
"1140"	15	16	65	"native"	"dominant_eye"	0.256887631028964
"1141"	1	17	79	"native"	"dominant_eye"	0.325879952704351
"1142"	2	17	51	"native"	"dominant_eye"	0.213706086944541
"1143"	3	17	76	"native"	"dominant_eye"	0.324791210121233
"1144"	4	17	66	"native"	"dominant_eye"	0.280677596774482
"1145"	5	17	58	"native"	"dominant_eye"	0.236072555085531
"1146"	6	17	54	"native"	"dominant_eye"	0.228402949538471
"1147"	7	17	55	"native"	"dominant_eye"	0.235714106236019
"1148"	8	17	87	"native"	"dominant_eye"	0.380046898442575
"1149"	9	17	79	"native"	"dominant_eye"	0.329407149225828
"1150"	10	17	68	"native"	"dominant_eye"	0.284319768736412
"1151"	11	17	79	"native"	"dominant_eye"	0.331637668076399
"1152"	12	17	63	"native"	"dominant_eye"	0.270039790626059
"1153"	13	17	53	"native"	"dominant_eye"	0.226817045962431
"1154"	14	17	54	"native"	"dominant_eye"	0.228429511706635
"1155"	15	17	65	"native"	"dominant_eye"	0.269187915181545
"1156"	1	18	79	"native"	"dominant_eye"	0.319720363257911
"1157"	2	18	51	"native"	"dominant_eye"	0.209604070994592
"1158"	3	18	76	"native"	"dominant_eye"	0.318435514533672
"1159"	4	18	66	"native"	"dominant_eye"	0.275211450759482
"1160"	5	18	58	"native"	"dominant_eye"	0.231668672492335
"1161"	6	18	54	"native"	"dominant_eye"	0.223978440568542
"1162"	7	18	55	"native"	"dominant_eye"	0.231088672569833
"1163"	8	18	87	"native"	"dominant_eye"	0.372448276728709
"1164"	9	18	79	"native"	"dominant_eye"	0.323114787530433
"1165"	10	18	68	"native"	"dominant_eye"	0.278874025935438
"1166"	11	18	79	"native"	"dominant_eye"	0.325260627618889
"1167"	12	18	63	"native"	"dominant_eye"	0.264740012201198
"1168"	13	18	53	"native"	"dominant_eye"	0.222372455728606
"1169"	14	18	54	"native"	"dominant_eye"	0.224003983548387
"1170"	15	18	65	"native"	"dominant_eye"	0.264080173627713
"1171"	1	19	79	"native"	"dominant_eye"	0.30495960405205
"1172"	2	19	51	"native"	"dominant_eye"	0.199784026121797
"1173"	3	19	76	"native"	"dominant_eye"	0.303239928119164
"1174"	4	19	66	"native"	"dominant_eye"	0.262138416197102
"1175"	5	19	58	"native"	"dominant_eye"	0.221106250593686
"1176"	6	19	54	"native"	"dominant_eye"	0.213392840657547
"1177"	7	19	55	"native"	"dominant_eye"	0.220031986906847
"1178"	8	19	87	"native"	"dominant_eye"	0.35430772418845
"1179"	9	19	79	"native"	"dominant_eye"	0.308046324785825
"1180"	10	19	68	"native"	"dominant_eye"	0.265835305127987
"1181"	11	19	79	"native"	"dominant_eye"	0.309996085276772
"1182"	12	19	63	"native"	"dominant_eye"	0.252071490532796
"1183"	13	19	53	"native"	"dominant_eye"	0.211747046675191
"1184"	14	19	54	"native"	"dominant_eye"	0.213416026158094
"1185"	15	19	65	"native"	"dominant_eye"	0.251843151115997
"1186"	1	20	79	"native"	"dominant_eye"	0.340774284127278
"1187"	2	20	51	"native"	"dominant_eye"	0.223635201640137
"1188"	3	20	76	"native"	"dominant_eye"	0.340195544692899
"1189"	4	20	66	"native"	"dominant_eye"	0.293921589939739
"1190"	5	20	58	"native"	"dominant_eye"	0.246712318920617
"1191"	6	20	54	"native"	"dominant_eye"	0.239119282347095
"1192"	7	20	55	"native"	"dominant_eye"	0.246926929746503
"1193"	8	20	87	"native"	"dominant_eye"	0.398491115700566
"1194"	9	20	79	"native"	"dominant_eye"	0.344633178508356
"1195"	10	20	68	"native"	"dominant_eye"	0.297499546854875
"1196"	11	20	79	"native"	"dominant_eye"	0.347075427717558
"1197"	12	20	63	"native"	"dominant_eye"	0.282887466305566
"1198"	13	20	53	"native"	"dominant_eye"	0.237590436975126
"1199"	14	20	54	"native"	"dominant_eye"	0.239148395662998
"1200"	15	20	65	"native"	"dominant_eye"	0.281541954208933
"1201"	1	21	79	"native"	"dominant_eye"	0.29713657858783
"1202"	2	21	51	"native"	"dominant_eye"	0.194585217496953
"1203"	3	21	76	"native"	"dominant_eye"	0.295206478423472
"1204"	4	21	66	"native"	"dominant_eye"	0.255224679985579
"1205"	5	21	58	"native"	"dominant_eye"	0.215503129485628
"1206"	6	21	54	"native"	"dominant_eye"	0.207792438347924
"1207"	7	21	55	"native"	"dominant_eye"	0.214187837124736
"1208"	8	21	87	"native"	"dominant_eye"	0.344732541887429
"1209"	9	21	79	"native"	"dominant_eye"	0.300066204686538
"1210"	10	21	68	"native"	"dominant_eye"	0.258931445644441
"1211"	11	21	79	"native"	"dominant_eye"	0.301915950991189
"1212"	12	21	63	"native"	"dominant_eye"	0.245375455749105
"1213"	13	21	53	"native"	"dominant_eye"	0.206130276175115
"1214"	14	21	54	"native"	"dominant_eye"	0.207814422768666
"1215"	15	21	65	"native"	"dominant_eye"	0.245359450106894
"1216"	1	22	79	"native"	"dominant_eye"	0.323800010045
"1217"	2	22	51	"native"	"dominant_eye"	0.212320662240648
"1218"	3	22	76	"native"	"dominant_eye"	0.32264408018379
"1219"	4	22	66	"native"	"dominant_eye"	0.278831098210679
"1220"	5	22	58	"native"	"dominant_eye"	0.234585719220989
"1221"	6	22	54	"native"	"dominant_eye"	0.22690842681012
"1222"	7	22	55	"native"	"dominant_eye"	0.234151449151937
"1223"	8	22	87	"native"	"dominant_eye"	0.377479135993539
"1224"	9	22	79	"native"	"dominant_eye"	0.327282084740554
"1225"	10	22	68	"native"	"dominant_eye"	0.282480561514967
"1226"	11	22	79	"native"	"dominant_eye"	0.329483821289104
"1227"	12	22	63	"native"	"dominant_eye"	0.268249309378674
"1228"	13	22	53	"native"	"dominant_eye"	0.225315513017344
"1229"	14	22	54	"native"	"dominant_eye"	0.226934642483951
"1230"	15	22	65	"native"	"dominant_eye"	0.267463070557023
"1231"	1	23	79	"native"	"dominant_eye"	0.330590875362883
"1232"	2	23	51	"native"	"dominant_eye"	0.216845010274381
"1233"	3	23	76	"native"	"dominant_eye"	0.329657957425308
"1234"	4	23	66	"native"	"dominant_eye"	0.284862482730896
"1235"	5	23	58	"native"	"dominant_eye"	0.239439200041292
"1236"	6	23	54	"native"	"dominant_eye"	0.231789727235055
"1237"	7	23	55	"native"	"dominant_eye"	0.239256287670132
"1238"	8	23	87	"native"	"dominant_eye"	0.385869852281884
"1239"	9	23	79	"native"	"dominant_eye"	0.334221355381832
"1240"	10	23	68	"native"	"dominant_eye"	0.288486623698303
"1241"	11	23	79	"native"	"dominant_eye"	0.336517774899451
"1242"	12	23	63	"native"	"dominant_eye"	0.274098409656357
"1243"	13	23	53	"native"	"dominant_eye"	0.230220567466723
"1244"	14	23	54	"native"	"dominant_eye"	0.231817083022693
"1245"	15	23	65	"native"	"dominant_eye"	0.273094887468885
"1246"	1	24	79	"native"	"dominant_eye"	0.31574977856926
"1247"	2	24	51	"native"	"dominant_eye"	0.2069611356523
"1248"	3	24	76	"native"	"dominant_eye"	0.314343096079747
"1249"	4	24	66	"native"	"dominant_eye"	0.271691258112565
"1250"	5	24	58	"native"	"dominant_eye"	0.228828674946719
"1251"	6	24	54	"native"	"dominant_eye"	0.221128567536005
"1252"	7	24	55	"native"	"dominant_eye"	0.22811063816816
"1253"	8	24	87	"native"	"dominant_eye"	0.367559029312529
"1254"	9	24	79	"native"	"dominant_eye"	0.319059979681061
"1255"	10	24	68	"native"	"dominant_eye"	0.275365083635596
"1256"	11	24	79	"native"	"dominant_eye"	0.321152126506979
"1257"	12	24	63	"native"	"dominant_eye"	0.261327824676109
"1258"	13	24	53	"native"	"dominant_eye"	0.219510723034148
"1259"	14	24	54	"native"	"dominant_eye"	0.221153464603836
"1260"	15	24	65	"native"	"dominant_eye"	0.260788033576559
"1261"	1	25	79	"native"	"dominant_eye"	0.30272079464708
"1262"	2	25	51	"native"	"dominant_eye"	0.198295817613036
"1263"	3	25	76	"native"	"dominant_eye"	0.300939484416919
"1264"	4	25	66	"native"	"dominant_eye"	0.26015878234845
"1265"	5	25	58	"native"	"dominant_eye"	0.21950310363336
"1266"	6	25	54	"native"	"dominant_eye"	0.211789410782408
"1267"	7	25	55	"native"	"dominant_eye"	0.218358383138873
"1268"	8	25	87	"native"	"dominant_eye"	0.351564721079961
"1269"	9	25	79	"native"	"dominant_eye"	0.305762134469789
"1270"	10	25	68	"native"	"dominant_eye"	0.263859084442187
"1271"	11	25	79	"native"	"dominant_eye"	0.307682996725373
"1272"	12	25	63	"native"	"dominant_eye"	0.250153925303645
"1273"	13	25	53	"native"	"dominant_eye"	0.210138598884534
"1274"	14	25	54	"native"	"dominant_eye"	0.211812249142513
"1275"	15	25	65	"native"	"dominant_eye"	0.249987506792754
"1276"	1	26	79	"native"	"dominant_eye"	0.299549385475814
"1277"	2	26	51	"native"	"dominant_eye"	0.196188233019295
"1278"	3	26	76	"native"	"dominant_eye"	0.297682708557329
"1279"	4	26	66	"native"	"dominant_eye"	0.25735594789756
"1280"	5	26	58	"native"	"dominant_eye"	0.217231647008827
"1281"	6	26	54	"native"	"dominant_eye"	0.20951900964221
"1282"	7	26	55	"native"	"dominant_eye"	0.215989150008155
"1283"	8	26	87	"native"	"dominant_eye"	0.347682877601425
"1284"	9	26	79	"native"	"dominant_eye"	0.30252702140925
"1285"	10	26	68	"native"	"dominant_eye"	0.261060279587289
"1286"	11	26	79	"native"	"dominant_eye"	0.304407326391449
"1287"	12	26	63	"native"	"dominant_eye"	0.247439335616756
"1288"	13	26	53	"native"	"dominant_eye"	0.207861547660399
"1289"	14	26	54	"native"	"dominant_eye"	0.209541360942603
"1290"	15	26	65	"native"	"dominant_eye"	0.247359046455728
"1291"	1	27	79	"native"	"dominant_eye"	0.303220823640144
"1292"	2	27	51	"native"	"dominant_eye"	0.198628174919363
"1293"	3	27	76	"native"	"dominant_eye"	0.301453180732749
"1294"	4	27	66	"native"	"dominant_eye"	0.26060085269927
"1295"	5	27	58	"native"	"dominant_eye"	0.219861185424357
"1296"	6	27	54	"native"	"dominant_eye"	0.212147481959368
"1297"	7	27	55	"native"	"dominant_eye"	0.218732098285077
"1298"	8	27	87	"native"	"dominant_eye"	0.352177167685293
"1299"	9	27	79	"native"	"dominant_eye"	0.3062722696648
"1300"	10	27	68	"native"	"dominant_eye"	0.264300433306813
"1301"	11	27	79	"native"	"dominant_eye"	0.308199567021688
"1302"	12	27	63	"native"	"dominant_eye"	0.250582116610495
"1303"	13	27	53	"native"	"dominant_eye"	0.210497767563258
"1304"	14	27	54	"native"	"dominant_eye"	0.212170397614309
"1305"	15	27	65	"native"	"dominant_eye"	0.250401948689857
"1306"	1	28	79	"native"	"dominant_eye"	0.312393615615588
"1307"	2	28	51	"native"	"dominant_eye"	0.204727971070093
"1308"	3	28	76	"native"	"dominant_eye"	0.310886748018508
"1309"	4	28	66	"native"	"dominant_eye"	0.268717859144326
"1310"	5	28	58	"native"	"dominant_eye"	0.226427430263916
"1311"	6	28	54	"native"	"dominant_eye"	0.218721065671106
"1312"	7	28	55	"native"	"dominant_eye"	0.225595635388996
"1313"	8	28	87	"native"	"dominant_eye"	0.363431827294621
"1314"	9	28	79	"native"	"dominant_eye"	0.315633460205999
"1315"	10	28	68	"native"	"dominant_eye"	0.272400033501791
"1316"	11	28	79	"native"	"dominant_eye"	0.317680767265606
"1317"	12	28	63	"native"	"dominant_eye"	0.258446181845083
"1318"	13	28	53	"native"	"dominant_eye"	0.217093858358556
"1319"	14	28	54	"native"	"dominant_eye"	0.218745423534554
"1320"	15	28	65	"native"	"dominant_eye"	0.258005577459462
"1321"	1	29	79	"native"	"dominant_eye"	0.313563235017842
"1322"	2	29	51	"native"	"dominant_eye"	0.205506144120528
"1323"	3	29	76	"native"	"dominant_eye"	0.312090991265511
"1324"	4	29	66	"native"	"dominant_eye"	0.269753870819965
"1325"	5	29	58	"native"	"dominant_eye"	0.227264336304292
"1326"	6	29	54	"native"	"dominant_eye"	0.219559935000725
"1327"	7	29	55	"native"	"dominant_eye"	0.226471882629246
"1328"	8	29	87	"native"	"dominant_eye"	0.364869585110451
"1329"	9	29	79	"native"	"dominant_eye"	0.316827512098825
"1330"	10	29	68	"native"	"dominant_eye"	0.273433256221899
"1331"	11	29	79	"native"	"dominant_eye"	0.318890389138722
